Year,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Region,Data Item,Domain,Domain Category,Value,CV (%)
1997,COUNTY,NEW JERSEY,34,CENTRAL,50,MONMOUTH,25,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"63,422,000",
1997,COUNTY,NEW JERSEY,34,CENTRAL,50,OCEAN,29,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,715,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,BERGEN,3,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,762,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,ESSEX,13,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,237,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,HUNTERDON,19,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"29,044,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"28,996,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,PASSAIC,31,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,727,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,SOMERSET,35,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,491,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,SUSSEX,37,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,730,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,UNION,39,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,965,000",
1997,COUNTY,NEW JERSEY,34,NORTH,20,WARREN,41,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,673,000",
1997,COUNTY,NEW JERSEY,34,SOUTH,80,ATLANTIC,1,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"64,372,000",
1997,COUNTY,NEW JERSEY,34,SOUTH,80,CAMDEN,7,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"17,281,000",
1997,COUNTY,NEW JERSEY,34,SOUTH,80,CAPE MAY,9,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,656,000",
1997,COUNTY,NEW JERSEY,34,SOUTH,80,CUMBERLAND,11,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"92,134,000",
1997,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"61,558,000",
1997,COUNTY,NEW JERSEY,34,SOUTH,80,SALEM,33,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"43,738,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,COLFAX,7,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,770,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,CURRY,9,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"47,473,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,DE BACA,11,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,817,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,GUADALUPE,19,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"271,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,HARDING,21,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"27,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,MORA,33,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"425,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,QUAY,37,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,370,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"39,940,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,SAN MIGUEL,47,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,131,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,TORRANCE,57,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"12,040,000",
1997,COUNTY,NEW MEXICO,35,NORTHEAST,30,UNION,59,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,428,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,951,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,CIBOLA,6,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"180,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,MCKINLEY,31,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"74,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,311,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,SAN JUAN,45,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"38,483,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,SANDOVAL,43,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,349,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,SANTA FE,49,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,507,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,TAOS,55,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,353,000",
1997,COUNTY,NEW MEXICO,35,NORTHWEST,10,VALENCIA,61,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,685,000",
1997,COUNTY,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"39,125,000",
1997,COUNTY,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"138,005,000",
1997,COUNTY,NEW MEXICO,35,SOUTHEAST,90,EDDY,15,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"29,686,000",
1997,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LEA,25,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"16,219,000",
1997,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LINCOLN,27,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"116,000",
1997,COUNTY,NEW MEXICO,35,SOUTHEAST,90,OTERO,35,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,812,000",
1997,COUNTY,NEW MEXICO,35,SOUTHWEST,70,CATRON,3,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"48,000",
1997,COUNTY,NEW MEXICO,35,SOUTHWEST,70,GRANT,17,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"238,000",
1997,COUNTY,NEW MEXICO,35,SOUTHWEST,70,HIDALGO,23,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,736,000",
1997,COUNTY,NEW MEXICO,35,SOUTHWEST,70,LUNA,29,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"43,579,000",
1997,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SIERRA,51,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,603,000",
1997,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SOCORRO,53,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,486,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"40,467,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,CHENANGO,17,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,033,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,401,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,43,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,887,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,53,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,351,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"16,643,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,67,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"21,664,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,75,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"20,220,000",
1997,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,936,000",
1997,COUNTY,NEW YORK,36,EASTERN,60,ALBANY,1,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,000,000",
1997,COUNTY,NEW YORK,36,EASTERN,60,FULTON,35,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,508,000",
1997,COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,57,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,419,000",
1997,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,83,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,276,000",
1997,COUNTY,NEW YORK,36,EASTERN,60,SARATOGA,91,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,487,000",
1997,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,808,000",
1997,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,247,000",
1997,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,701,000",
1997,COUNTY,NEW YORK,36,LONG ISLAND,91,KINGS,47,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"416,000",
1997,COUNTY,NEW YORK,36,LONG ISLAND,91,NASSAU,59,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,906,000",
1997,COUNTY,NEW YORK,36,LONG ISLAND,91,NEW YORK,61,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
1997,COUNTY,NEW YORK,36,LONG ISLAND,91,QUEENS,81,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
1997,COUNTY,NEW YORK,36,LONG ISLAND,91,RICHMOND,85,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
1997,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"164,788,000",
1997,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"16,271,000",
1997,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,604,000",
1997,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,894,000",
1997,COUNTY,NEW YORK,36,NORTHEAST,30,HAMILTON,41,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"76,000",
1997,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,489,000",
1997,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,255,000",
1997,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,446,000",
1997,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,878,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,208,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,166,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,078,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,388,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"50,338,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,810,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,164,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"37,891,000",
1997,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,119,000",
1997,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,825,000",
1997,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,445,000",
1997,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,715,000",
1997,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,400,000",
1997,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,909,000",
1997,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,477,000",
1997,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,030,000",
1997,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"31,357,000",
1997,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"25,879,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"32,522,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"49,907,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"28,371,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"41,223,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"40,165,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"39,834,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"55,699,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"21,571,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"76,923,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,336,000",
1997,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"21,893,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"54,670,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,144,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"36,060,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"52,445,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"30,006,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"96,455,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"26,348,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"73,609,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"20,707,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"96,953,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"72,010,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"84,253,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,858,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,699,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,757,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,722,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,684,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,625,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,574,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,013,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,201,000",
1997,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"55,686,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"65,600,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,873,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,41,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"26,627,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,896,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,DARE,55,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"64,549,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"17,414,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,83,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"53,317,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,91,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"26,878,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"53,568,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"85,736,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"42,976,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"32,086,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"22,441,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,537,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,WASHINGTON,187,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"41,768,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ALLEGHANY,5,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,829,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ASHE,9,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"17,591,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,AVERY,11,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"17,618,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,27,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,277,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,SURRY,171,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"32,462,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WATAUGA,189,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,783,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WILKES,193,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,030,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"22,604,000",
1997,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,216,000",
