Value,end_code,county_name,county_code,begin_code,week_ending,state_ansi,region_desc,year,unit_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,county_ansi,location_desc,state_alpha,state_fips_code,reference_period_desc,country_name,asd_code,source_desc,statisticcat_desc,short_desc,domaincat_desc,commodity_desc,CV (%),group_desc,sector_desc,asd_desc,prodn_practice_desc,load_time,state_name,country_code,watershed_desc,agg_level_desc,class_desc,watershed_code,zip_5
7,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25106,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25106
17,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25106,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25106
10,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25106,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25106
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25108,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25108
2,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25108,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25108
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25109,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25109
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25111,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25111
4,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25111,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25111
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25111,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25111
12,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25113,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25113
4,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25113,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25113
7,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25113,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25113
113,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25123,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25123
131,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25123,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25123
104,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25123,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25123
33,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25124,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25124
46,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25124,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25124
20,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25124,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25124
3,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25125,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25125
4,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25130,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25130
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25130,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25130
3,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25130,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25130
8,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25133,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25133
9,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25133,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25133
4,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25133,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25133
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25136,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25136
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25141,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25141
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25141,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25141
5,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25143,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25143
5,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25143,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25143
5,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25143,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25143
5,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25156,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25156
19,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25159,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25159
18,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25159,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25159
15,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25159,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25159
4,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25164,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25164
8,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25164,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25164
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25164,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25164
41,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25168,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25168
19,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25168,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25168
18,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25168,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25168
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25173,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25173
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25173,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25173
3,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25174,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25174
19,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25177,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25177
16,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25177,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25177
6,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25177,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25177
2,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25180,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25180
2,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25186,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25186
24,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25187,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25187
21,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25187,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25187
30,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25187,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25187
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25193,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25193
5,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25193,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25193
3,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25201,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25201
6,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25202,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25202
5,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25202,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25202
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25202,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25202
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25203,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25203
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25203,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25203
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25209,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25209
29,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25213,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25213
11,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,25213,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25213
