group_desc,domaincat_desc,commodity_desc,CV (%),statisticcat_desc,short_desc,source_desc,zip_5,watershed_desc,agg_level_desc,class_desc,watershed_code,state_name,country_code,sector_desc,prodn_practice_desc,asd_desc,load_time,county_code,begin_code,week_ending,state_ansi,county_name,Value,end_code,country_name,asd_code,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,region_desc,year,unit_desc
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89444,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,10,00,UNITED STATES,,,32,NV,89444,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89444,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,15,00,UNITED STATES,,,32,NV,89444,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89444,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,20,00,UNITED STATES,,,32,NV,89444,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89445,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,35,00,UNITED STATES,,,32,NV,89445,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89445,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,51,00,UNITED STATES,,,32,NV,89445,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89445,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,34,00,UNITED STATES,,,32,NV,89445,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89446,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,13,00,UNITED STATES,,,32,NV,89446,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89446,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,22,00,UNITED STATES,,,32,NV,89446,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89446,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,19,00,UNITED STATES,,,32,NV,89446,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89447,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,71,00,UNITED STATES,,,32,NV,89447,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89447,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,81,00,UNITED STATES,,,32,NV,89447,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89447,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,65,00,UNITED STATES,,,32,NV,89447,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89450,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89450,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89451,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89451,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89451,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89451,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89460,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,40,00,UNITED STATES,,,32,NV,89460,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89460,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,23,00,UNITED STATES,,,32,NV,89460,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89460,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,10,00,UNITED STATES,,,32,NV,89460,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89501,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89501,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89501,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,5,00,UNITED STATES,,,32,NV,89501,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89501,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89501,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89502,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89502,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89502,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89502,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89502,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89502,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89503,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,7,00,UNITED STATES,,,32,NV,89503,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89505,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89505,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89506,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,9,00,UNITED STATES,,,32,NV,89506,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89506,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,7,00,UNITED STATES,,,32,NV,89506,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89506,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,4,00,UNITED STATES,,,32,NV,89506,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89508,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89508,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89508,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89508,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89509,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89509,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89509,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,8,00,UNITED STATES,,,32,NV,89509,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89509,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,8,00,UNITED STATES,,,32,NV,89509,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89510,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,7,00,UNITED STATES,,,32,NV,89510,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89510,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,10,00,UNITED STATES,,,32,NV,89510,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89510,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,11,00,UNITED STATES,,,32,NV,89510,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89511,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,10,00,UNITED STATES,,,32,NV,89511,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89511,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,5,00,UNITED STATES,,,32,NV,89511,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89511,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,9,00,UNITED STATES,,,32,NV,89511,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89512,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89512,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89515,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89515,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89515,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89515,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89515,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89515,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89519,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89519,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89519,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89519,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89521,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89521,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89521,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,4,00,UNITED STATES,,,32,NV,89521,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89521,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89521,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89523,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,5,00,UNITED STATES,,,32,NV,89523,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89523,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89523,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89523,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89523,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89557,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89557,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89701,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,7,00,UNITED STATES,,,32,NV,89701,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89701,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,5,00,UNITED STATES,,,32,NV,89701,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89701,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89701,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89702,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89702,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89702,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89702,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89702,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89702,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89703,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,7,00,UNITED STATES,,,32,NV,89703,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89703,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89703,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89703,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,4,00,UNITED STATES,,,32,NV,89703,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2007,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89704,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,15,00,UNITED STATES,,,32,NV,89704,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,OPERATIONS
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89704,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,28,00,UNITED STATES,,,32,NV,89704,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,OPERATIONS
