short_desc,statisticcat_desc,source_desc,group_desc,commodity_desc,CV (%),domaincat_desc,state_name,country_code,load_time,sector_desc,prodn_practice_desc,asd_desc,zip_5,class_desc,watershed_code,watershed_desc,agg_level_desc,end_code,Value,state_ansi,week_ending,county_code,begin_code,county_name,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,country_name,asd_code,state_alpha,reference_period_desc,location_desc,state_fips_code,county_ansi
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,278,38,,071,00,RAMSEY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, RAMSEY",38,071
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,288,38,,071,00,RAMSEY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, RAMSEY",38,071
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,329,38,,071,00,RAMSEY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, RAMSEY",38,071
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,313,38,,071,00,RAMSEY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, RAMSEY",38,071
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,405,38,,071,00,RAMSEY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, RAMSEY",38,071
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,273,38,,095,00,TOWNER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, TOWNER",38,095
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,295,38,,095,00,TOWNER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, TOWNER",38,095
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,321,38,,095,00,TOWNER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, TOWNER",38,095
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,325,38,,095,00,TOWNER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, TOWNER",38,095
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,286,38,,095,00,TOWNER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, TOWNER",38,095
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,350,38,,095,00,TOWNER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, TOWNER",38,095
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,416,38,,099,00,WALSH,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, WALSH",38,099
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,425,38,,099,00,WALSH,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, WALSH",38,099
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,501,38,,099,00,WALSH,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, WALSH",38,099
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,486,38,,099,00,WALSH,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, WALSH",38,099
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,476,38,,099,00,WALSH,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, WALSH",38,099
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,NORTHEAST,,ALL CLASSES,00000000,,COUNTY,00,596,38,,099,00,WALSH,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,30,ND,YEAR,"NORTH DAKOTA, NORTHEAST, WALSH",38,099
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,284,38,,025,00,DUNN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, DUNN",38,025
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,260,38,,025,00,DUNN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, DUNN",38,025
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,390,38,,025,00,DUNN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, DUNN",38,025
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,295,38,,025,00,DUNN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, DUNN",38,025
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,299,38,,025,00,DUNN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, DUNN",38,025
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,380,38,,025,00,DUNN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, DUNN",38,025
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,336,38,,053,00,MCKENZIE,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCKENZIE",38,053
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,280,38,,053,00,MCKENZIE,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCKENZIE",38,053
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,353,38,,053,00,MCKENZIE,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCKENZIE",38,053
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,337,38,,053,00,MCKENZIE,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCKENZIE",38,053
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,365,38,,053,00,MCKENZIE,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCKENZIE",38,053
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,445,38,,053,00,MCKENZIE,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCKENZIE",38,053
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,434,38,,055,00,MCLEAN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCLEAN",38,055
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,460,38,,055,00,MCLEAN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCLEAN",38,055
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,547,38,,055,00,MCLEAN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCLEAN",38,055
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,604,38,,055,00,MCLEAN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCLEAN",38,055
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,586,38,,055,00,MCLEAN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCLEAN",38,055
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,771,38,,055,00,MCLEAN,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MCLEAN",38,055
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,189,38,,057,00,MERCER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MERCER",38,057
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,148,38,,057,00,MERCER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MERCER",38,057
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,264,38,,057,00,MERCER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MERCER",38,057
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,261,38,,057,00,MERCER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MERCER",38,057
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,238,38,,057,00,MERCER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MERCER",38,057
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,320,38,,057,00,MERCER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, MERCER",38,057
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,153,38,,065,00,OLIVER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, OLIVER",38,065
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,124,38,,065,00,OLIVER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, OLIVER",38,065
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,199,38,,065,00,OLIVER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, OLIVER",38,065
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,169,38,,065,00,OLIVER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, OLIVER",38,065
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,176,38,,065,00,OLIVER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, OLIVER",38,065
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,WEST CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,216,38,,065,00,OLIVER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,40,ND,YEAR,"NORTH DAKOTA, WEST CENTRAL, OLIVER",38,065
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,165,38,,027,00,EDDY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,50,ND,YEAR,"NORTH DAKOTA, CENTRAL, EDDY",38,027
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,19.9,NOT SPECIFIED,NORTH DAKOTA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,187,38,,027,00,EDDY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2017,OPERATIONS,,UNITED STATES,50,ND,YEAR,"NORTH DAKOTA, CENTRAL, EDDY",38,027
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,7.6,NOT SPECIFIED,NORTH DAKOTA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,171,38,,027,00,EDDY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2012,OPERATIONS,,UNITED STATES,50,ND,YEAR,"NORTH DAKOTA, CENTRAL, EDDY",38,027
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,178,38,,027,00,EDDY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2007,OPERATIONS,,UNITED STATES,50,ND,YEAR,"NORTH DAKOTA, CENTRAL, EDDY",38,027
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,162,38,,027,00,EDDY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2002,OPERATIONS,,UNITED STATES,50,ND,YEAR,"NORTH DAKOTA, CENTRAL, EDDY",38,027
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,NOT SPECIFIED,NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,217,38,,027,00,EDDY,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,1997,OPERATIONS,,UNITED STATES,50,ND,YEAR,"NORTH DAKOTA, CENTRAL, EDDY",38,027
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,8.8,NOT SPECIFIED,NORTH DAKOTA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,,ALL CLASSES,00000000,,COUNTY,00,167,38,,031,00,FOSTER,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,2022,OPERATIONS,,UNITED STATES,50,ND,YEAR,"NORTH DAKOTA, CENTRAL, FOSTER",38,031
