reference_period_desc,agg_level_desc,week_ending,statisticcat_desc,unit_desc,state_name,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,country_name,state_ansi,domain_desc,source_desc,country_code,zip_5,commodity_desc,domaincat_desc,group_desc,region_desc,end_code,asd_code,county_name,load_time,sector_desc,prodn_practice_desc,watershed_desc,Value,state_alpha,asd_desc,util_practice_desc,freq_desc,begin_code,class_desc,CV (%),year,location_desc,short_desc
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24311,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,17,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24311,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24311,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,19,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24311,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24311,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,11,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24311,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24312,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,20,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24312,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24312,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,22,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24312,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24312,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,11,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24312,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24313,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,9,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24313,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24313,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24313,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24313,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,8,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24313,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24314,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,28,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24314,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24314,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,32,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24314,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24314,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,17,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24314,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24315,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,66,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24315,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24315,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,54,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24315,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24315,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,38,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24315,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24316,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24316,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24316,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24316,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24316,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24316,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24317,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,23,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24317,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24317,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,33,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24317,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24317,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,43,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24317,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24318,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,33,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24318,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24318,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,27,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24318,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24318,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,18,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24318,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24319,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,87,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24319,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24319,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,68,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24319,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24319,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,71,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24319,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24322,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24322,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24322,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24322,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24322,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24322,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24323,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,28,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24323,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24323,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,29,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24323,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24323,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,26,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24323,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24324,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,17,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24324,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24324,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,23,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24324,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24324,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,10,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24324,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24325,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,28,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24325,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24325,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,20,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24325,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24325,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,13,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24325,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24326,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,19,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24326,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24326,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,26,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24326,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24326,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,23,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24326,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24327,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24327,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24328,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,30,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24328,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24328,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,29,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24328,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24328,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,29,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24328,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24330,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,26,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24330,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24330,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,30,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24330,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24330,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,20,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24330,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24333,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,84,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24333,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24333,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,83,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24333,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24333,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,66,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24333,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24340,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,105,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24340,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24340,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,72,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24340,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24340,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,67,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24340,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24343,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,89,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24343,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24343,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,107,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24343,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24343,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,70,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24343,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24347,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,24,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24347,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24347,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,36,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24347,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24347,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,26,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24347,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24348,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,50,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24348,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24348,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,71,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24348,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,TOTAL,CENSUS,9000,24348,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,53,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24348,CROP TOTALS - OPERATIONS WITH SALES
