year,agg_level_desc,statisticcat_desc,domaincat_desc,region_desc,load_time,reference_period_desc,state_ansi,commodity_desc,sector_desc,country_code,congr_district_code,domain_desc,watershed_code,short_desc,prodn_practice_desc,asd_desc,location_desc,asd_code,county_code,source_desc,freq_desc,state_fips_code,util_practice_desc,Value,county_name,state_name,week_ending,state_alpha,unit_desc,class_desc,country_name,zip_5,watershed_desc,end_code,begin_code,county_ansi,group_desc,CV (%)
1981,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.55,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1980,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.34,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1979,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.73,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1978,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.8,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1977,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.92,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1976,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.33,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1975,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.45,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1974,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.41,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1973,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.44,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1972,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.55,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1971,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.15,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1970,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.36,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1969,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.96,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1968,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.32,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1967,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.79,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1966,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.48,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1965,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.29,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1964,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.37,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1963,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.34,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1962,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.51,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1961,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.45,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1960,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, OTHER (COMBINED) COUNTIES",20,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.66,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1995,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.15,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1994,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.26,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1993,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.82,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1992,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.95,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1991,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.13,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1990,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.26,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1989,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.16,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1988,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1987,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.11,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1986,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.93,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1985,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.23,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1984,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.32,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1983,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.1,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1982,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.04,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1981,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1980,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.38,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1979,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.29,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1978,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.52,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1977,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.43,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1976,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1975,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.17,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1974,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.89,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1973,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.84,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1972,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.86,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1971,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.89,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1970,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.85,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
