year,unit_desc,region_desc,util_practice_desc,domain_desc,freq_desc,congr_district_code,location_desc,state_fips_code,state_alpha,reference_period_desc,county_ansi,country_name,asd_code,end_code,Value,county_name,state_ansi,week_ending,county_code,begin_code,load_time,sector_desc,asd_desc,prodn_practice_desc,state_name,country_code,class_desc,watershed_code,watershed_desc,agg_level_desc,zip_5,source_desc,short_desc,statisticcat_desc,commodity_desc,CV (%),domaincat_desc,group_desc
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19804,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19804,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19807,10,DE,YEAR,,UNITED STATES,,00,3,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19807,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19807,10,DE,YEAR,,UNITED STATES,,00,6,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19807,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19807,10,DE,YEAR,,UNITED STATES,,00,8,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19807,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19808,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19808,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19808,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19808,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19809,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19809,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19901,10,DE,YEAR,,UNITED STATES,,00,26,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19901,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19901,10,DE,YEAR,,UNITED STATES,,00,31,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19901,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19901,10,DE,YEAR,,UNITED STATES,,00,16,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19901,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19903,10,DE,YEAR,,UNITED STATES,,00,8,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19903,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19904,10,DE,YEAR,,UNITED STATES,,00,41,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19904,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19904,10,DE,YEAR,,UNITED STATES,,00,39,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19904,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19904,10,DE,YEAR,,UNITED STATES,,00,44,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19904,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19930,10,DE,YEAR,,UNITED STATES,,00,3,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19930,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19930,10,DE,YEAR,,UNITED STATES,,00,3,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19930,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19931,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19931,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19931,10,DE,YEAR,,UNITED STATES,,00,3,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19931,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19931,10,DE,YEAR,,UNITED STATES,,00,4,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19931,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19933,10,DE,YEAR,,UNITED STATES,,00,35,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19933,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19933,10,DE,YEAR,,UNITED STATES,,00,55,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19933,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19933,10,DE,YEAR,,UNITED STATES,,00,82,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19933,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19934,10,DE,YEAR,,UNITED STATES,,00,21,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19934,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19934,10,DE,YEAR,,UNITED STATES,,00,26,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19934,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19934,10,DE,YEAR,,UNITED STATES,,00,23,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19934,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19936,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19936,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19936,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19936,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19938,10,DE,YEAR,,UNITED STATES,,00,50,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19938,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19938,10,DE,YEAR,,UNITED STATES,,00,30,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19938,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19938,10,DE,YEAR,,UNITED STATES,,00,48,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19938,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19939,10,DE,YEAR,,UNITED STATES,,00,16,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19939,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19939,10,DE,YEAR,,UNITED STATES,,00,12,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19939,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19939,10,DE,YEAR,,UNITED STATES,,00,20,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19939,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19940,10,DE,YEAR,,UNITED STATES,,00,35,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19940,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19940,10,DE,YEAR,,UNITED STATES,,00,42,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19940,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19940,10,DE,YEAR,,UNITED STATES,,00,63,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19940,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19941,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19941,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19941,10,DE,YEAR,,UNITED STATES,,00,4,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19941,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19941,10,DE,YEAR,,UNITED STATES,,00,17,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19941,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19943,10,DE,YEAR,,UNITED STATES,,00,62,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19943,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19943,10,DE,YEAR,,UNITED STATES,,00,51,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19943,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19943,10,DE,YEAR,,UNITED STATES,,00,60,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19943,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19945,10,DE,YEAR,,UNITED STATES,,00,24,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19945,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19945,10,DE,YEAR,,UNITED STATES,,00,39,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19945,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19945,10,DE,YEAR,,UNITED STATES,,00,30,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19945,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19946,10,DE,YEAR,,UNITED STATES,,00,3,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19946,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19946,10,DE,YEAR,,UNITED STATES,,00,6,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19946,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19946,10,DE,YEAR,,UNITED STATES,,00,5,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19946,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19947,10,DE,YEAR,,UNITED STATES,,00,47,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19947,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19947,10,DE,YEAR,,UNITED STATES,,00,65,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19947,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19947,10,DE,YEAR,,UNITED STATES,,00,55,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19947,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19950,10,DE,YEAR,,UNITED STATES,,00,69,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19950,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19950,10,DE,YEAR,,UNITED STATES,,00,61,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19950,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19950,10,DE,YEAR,,UNITED STATES,,00,81,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19950,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19951,10,DE,YEAR,,UNITED STATES,,00,8,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19951,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19951,10,DE,YEAR,,UNITED STATES,,00,10,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19951,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19951,10,DE,YEAR,,UNITED STATES,,00,8,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19951,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19952,10,DE,YEAR,,UNITED STATES,,00,121,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19952,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19952,10,DE,YEAR,,UNITED STATES,,00,109,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19952,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19952,10,DE,YEAR,,UNITED STATES,,00,95,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19952,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19953,10,DE,YEAR,,UNITED STATES,,00,35,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19953,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19953,10,DE,YEAR,,UNITED STATES,,00,38,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19953,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19953,10,DE,YEAR,,UNITED STATES,,00,42,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19953,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,19954,10,DE,YEAR,,UNITED STATES,,00,16,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19954,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
