reference_period_desc,agg_level_desc,statisticcat_desc,week_ending,state_name,unit_desc,watershed_code,county_ansi,county_code,state_fips_code,congr_district_code,country_name,domain_desc,state_ansi,source_desc,country_code,commodity_desc,zip_5,domaincat_desc,region_desc,end_code,group_desc,asd_code,county_name,prodn_practice_desc,sector_desc,load_time,Value,watershed_desc,state_alpha,asd_desc,util_practice_desc,freq_desc,class_desc,begin_code,year,CV (%),location_desc,short_desc
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,99999,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,422,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,99999,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,99999,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,478,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,99999,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,99999,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,557,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,99999,CROP TOTALS - OPERATIONS WITH SALES
YEAR,STATE,SALES,,FLORIDA,PCT OF FARM OPERATIONS,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,38.6,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,10.2,FLORIDA,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM OPERATIONS"
YEAR,STATE,SALES,,FLORIDA,PCT OF FARM OPERATIONS,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,34.1,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,6.2,FLORIDA,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM OPERATIONS"
YEAR,STATE,SALES,,FLORIDA,PCT OF FARM OPERATIONS,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,36.2,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,4.6,FLORIDA,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM OPERATIONS"
YEAR,STATE,SALES,,FLORIDA,PCT OF FARM SALES,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,79.2,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,2.7,FLORIDA,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES"
YEAR,STATE,SALES,,FLORIDA,PCT OF FARM SALES,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,77.5,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,2.0,FLORIDA,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES"
YEAR,STATE,SALES,,FLORIDA,PCT OF FARM SALES,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,77.5,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,0.7,FLORIDA,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES"
YEAR,STATE,SALES,,FLORIDA,PCT OF FARM SALES,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,80.4,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,FLORIDA,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES"
YEAR,STATE,SALES,,FLORIDA,PCT OF FARM SALES,00000000,,,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,80.8,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,FLORIDA,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,033,033,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,ESCAMBIA,ORGANIC,CROPS,2012-01-01 00:00:00.000,"2,000",,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, ESCAMBIA","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,039,039,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,GADSDEN,ORGANIC,CROPS,2012-01-01 00:00:00.000,"14,000",,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, GADSDEN","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,063,063,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,JACKSON,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, JACKSON","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,065,065,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,JEFFERSON,ORGANIC,CROPS,2012-01-01 00:00:00.000,"7,000",,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, JEFFERSON","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,073,073,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,LEON,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, LEON","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,091,091,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,OKALOOSA,ORGANIC,CROPS,2012-01-01 00:00:00.000,"1,000",,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, OKALOOSA","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,113,113,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,SANTA ROSA,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, SANTA ROSA","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,131,131,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,WALTON,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, WALTON","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,133,133,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,10,WASHINGTON,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,NORTHWEST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHWEST, WASHINGTON","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,023,023,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,30,COLUMBIA,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (Z),,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHEAST, COLUMBIA","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,121,121,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,30,SUWANNEE,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHEAST, SUWANNEE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,001,001,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,ALACHUA,ORGANIC,CROPS,2012-01-01 00:00:00.000,"430,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, ALACHUA","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,019,019,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,CLAY,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, CLAY","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,035,035,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,FLAGLER,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, FLAGLER","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,041,041,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,GILCHRIST,ORGANIC,CROPS,2012-01-01 00:00:00.000,"32,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, GILCHRIST","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,053,053,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,HERNANDO,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, HERNANDO","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,057,057,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,HILLSBOROUGH,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, HILLSBOROUGH","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,069,069,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,LAKE,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, LAKE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,075,075,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,LEVY,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, LEVY","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,083,083,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,MARION,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, MARION","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,101,101,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,PASCO,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, PASCO","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,105,105,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,POLK,ORGANIC,CROPS,2012-01-01 00:00:00.000,"393,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, POLK","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,107,107,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,PUTNAM,ORGANIC,CROPS,2012-01-01 00:00:00.000,"37,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, PUTNAM","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,117,117,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,SEMINOLE,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, SEMINOLE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,127,127,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,50,VOLUSIA,ORGANIC,CROPS,2012-01-01 00:00:00.000,"9,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, VOLUSIA","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,009,009,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,BREVARD,ORGANIC,CROPS,2012-01-01 00:00:00.000,"17,000",,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, BREVARD","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,011,011,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,BROWARD,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, BROWARD","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,015,015,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,CHARLOTTE,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, CHARLOTTE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,021,021,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,COLLIER,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, COLLIER","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,049,049,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,HARDEE,ORGANIC,CROPS,2012-01-01 00:00:00.000,"60,000",,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, HARDEE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,051,051,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,HENDRY,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, HENDRY","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,055,055,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,HIGHLANDS,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, HIGHLANDS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,061,061,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,INDIAN RIVER,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, INDIAN RIVER","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,071,071,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,LEE,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, LEE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,081,081,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,MANATEE,ORGANIC,CROPS,2012-01-01 00:00:00.000,"56,000",,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, MANATEE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,085,085,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,MARTIN,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, MARTIN","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,086,086,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,MIAMI-DADE,ORGANIC,CROPS,2012-01-01 00:00:00.000,"495,000",,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, MIAMI-DADE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,093,093,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,OKEECHOBEE,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, OKEECHOBEE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,099,099,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,PALM BEACH,ORGANIC,CROPS,2012-01-01 00:00:00.000,"3,171,000",,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, PALM BEACH","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,111,111,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,ST. LUCIE,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, ST. LUCIE","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,115,115,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,80,SARASOTA,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,SOUTHERN,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, SOUTHERN, SARASOTA","CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,STATE,SALES,,FLORIDA,$,00000000,,,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP STANDARDS),,00,CROP TOTALS,,,ORGANIC,CROPS,2012-01-01 00:00:00.000,"16,240,000",,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,FLORIDA,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,STATE,SALES,,FLORIDA,$,00000000,,,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),,00,CROP TOTALS,,,ORGANIC,CROPS,2015-01-31 00:00:00.000,"57,063,000",,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2014,28.2,FLORIDA,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
YEAR,STATE,SALES,,FLORIDA,$,00000000,,,12,,UNITED STATES,ORGANIC STATUS,12,CENSUS,9000,CROP TOTALS,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),,00,CROP TOTALS,,,ORGANIC,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2008,,FLORIDA,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $"
