CV (%),commodity_desc,domaincat_desc,group_desc,source_desc,short_desc,statisticcat_desc,watershed_code,class_desc,agg_level_desc,watershed_desc,zip_5,load_time,asd_desc,prodn_practice_desc,sector_desc,country_code,state_name,county_name,week_ending,state_ansi,begin_code,county_code,end_code,Value,state_alpha,state_fips_code,location_desc,reference_period_desc,county_ansi,asd_code,country_name,unit_desc,year,region_desc,domain_desc,util_practice_desc,congr_district_code,freq_desc
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,WASHINGTON,,24,00,043,00,398,MD,24,"MARYLAND, NORTH CENTRAL, WASHINGTON",YEAR,043,20,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,WASHINGTON,,24,00,043,00,467,MD,24,"MARYLAND, NORTH CENTRAL, WASHINGTON",YEAR,043,20,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,353,MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,385,MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,434,MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,381,MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,337,MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,426,MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,362,MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,310,MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,279,MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,318,MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,264,MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,301,MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,282,MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,235,MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,245,MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,246,MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,227,MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,263,MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,291,MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,293,MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,294,MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,297,MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,287,MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,345,MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,214,MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,184,MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,199,MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,175,MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,167,MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,201,MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,ANNE ARUNDEL,,24,00,003,00,225,MD,24,"MARYLAND, SOUTHERN, ANNE ARUNDEL",YEAR,003,80,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,ANNE ARUNDEL,,24,00,003,00,222,MD,24,"MARYLAND, SOUTHERN, ANNE ARUNDEL",YEAR,003,80,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,ANNE ARUNDEL,,24,00,003,00,191,MD,24,"MARYLAND, SOUTHERN, ANNE ARUNDEL",YEAR,003,80,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,ANNE ARUNDEL,,24,00,003,00,213,MD,24,"MARYLAND, SOUTHERN, ANNE ARUNDEL",YEAR,003,80,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,ANNE ARUNDEL,,24,00,003,00,239,MD,24,"MARYLAND, SOUTHERN, ANNE ARUNDEL",YEAR,003,80,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,ANNE ARUNDEL,,24,00,003,00,279,MD,24,"MARYLAND, SOUTHERN, ANNE ARUNDEL",YEAR,003,80,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CALVERT,,24,00,009,00,166,MD,24,"MARYLAND, SOUTHERN, CALVERT",YEAR,009,80,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CALVERT,,24,00,009,00,151,MD,24,"MARYLAND, SOUTHERN, CALVERT",YEAR,009,80,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CALVERT,,24,00,009,00,165,MD,24,"MARYLAND, SOUTHERN, CALVERT",YEAR,009,80,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CALVERT,,24,00,009,00,154,MD,24,"MARYLAND, SOUTHERN, CALVERT",YEAR,009,80,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CALVERT,,24,00,009,00,184,MD,24,"MARYLAND, SOUTHERN, CALVERT",YEAR,009,80,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CALVERT,,24,00,009,00,267,MD,24,"MARYLAND, SOUTHERN, CALVERT",YEAR,009,80,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CHARLES,,24,00,017,00,219,MD,24,"MARYLAND, SOUTHERN, CHARLES",YEAR,017,80,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CHARLES,,24,00,017,00,236,MD,24,"MARYLAND, SOUTHERN, CHARLES",YEAR,017,80,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CHARLES,,24,00,017,00,189,MD,24,"MARYLAND, SOUTHERN, CHARLES",YEAR,017,80,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CHARLES,,24,00,017,00,221,MD,24,"MARYLAND, SOUTHERN, CHARLES",YEAR,017,80,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CHARLES,,24,00,017,00,207,MD,24,"MARYLAND, SOUTHERN, CHARLES",YEAR,017,80,UNITED STATES,OPERATIONS,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CHARLES,,24,00,017,00,304,MD,24,"MARYLAND, SOUTHERN, CHARLES",YEAR,017,80,UNITED STATES,OPERATIONS,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.5,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,PRINCE GEORGES,,24,00,033,00,219,MD,24,"MARYLAND, SOUTHERN, PRINCE GEORGES",YEAR,033,80,UNITED STATES,OPERATIONS,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
19.0,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,PRINCE GEORGES,,24,00,033,00,199,MD,24,"MARYLAND, SOUTHERN, PRINCE GEORGES",YEAR,033,80,UNITED STATES,OPERATIONS,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
11.7,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,PRINCE GEORGES,,24,00,033,00,190,MD,24,"MARYLAND, SOUTHERN, PRINCE GEORGES",YEAR,033,80,UNITED STATES,OPERATIONS,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,PRINCE GEORGES,,24,00,033,00,206,MD,24,"MARYLAND, SOUTHERN, PRINCE GEORGES",YEAR,033,80,UNITED STATES,OPERATIONS,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
