domaincat_desc,asd_code,group_desc,region_desc,end_code,county_name,watershed_desc,Value,load_time,prodn_practice_desc,sector_desc,freq_desc,state_alpha,asd_desc,util_practice_desc,class_desc,begin_code,short_desc,location_desc,year,CV (%),agg_level_desc,reference_period_desc,state_name,unit_desc,week_ending,statisticcat_desc,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,country_name,state_ansi,domain_desc,country_code,source_desc,zip_5,commodity_desc
NOT SPECIFIED,50,CROP TOTALS,,00,HUNTINGDON,,419,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, HUNTINGDON",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,061,00000000,,42,061,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,HUNTINGDON,,450,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, HUNTINGDON",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,061,00000000,,42,061,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,HUNTINGDON,,519,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, HUNTINGDON",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,061,00000000,,42,061,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,HUNTINGDON,,443,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, HUNTINGDON",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,061,00000000,,42,061,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,HUNTINGDON,,350,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, HUNTINGDON",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,061,00000000,,42,061,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,HUNTINGDON,,384,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, HUNTINGDON",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,061,00000000,,42,061,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,JUNIATA,,319,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, JUNIATA",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,067,00000000,,42,067,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,JUNIATA,,469,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, JUNIATA",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,067,00000000,,42,067,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,JUNIATA,,416,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, JUNIATA",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,067,00000000,,42,067,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,JUNIATA,,406,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, JUNIATA",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,067,00000000,,42,067,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,JUNIATA,,326,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, JUNIATA",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,067,00000000,,42,067,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,JUNIATA,,486,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, JUNIATA",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,067,00000000,,42,067,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MIFFLIN,,370,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MIFFLIN",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,087,00000000,,42,087,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MIFFLIN,,487,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MIFFLIN",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,087,00000000,,42,087,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MIFFLIN,,514,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MIFFLIN",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,087,00000000,,42,087,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MIFFLIN,,498,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MIFFLIN",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,087,00000000,,42,087,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MIFFLIN,,378,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MIFFLIN",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,087,00000000,,42,087,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MIFFLIN,,409,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MIFFLIN",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,087,00000000,,42,087,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MONTOUR,,173,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MONTOUR",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,093,00000000,,42,093,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MONTOUR,,233,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MONTOUR",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,093,00000000,,42,093,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MONTOUR,,250,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MONTOUR",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,093,00000000,,42,093,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MONTOUR,,251,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MONTOUR",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,093,00000000,,42,093,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MONTOUR,,165,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MONTOUR",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,093,00000000,,42,093,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,MONTOUR,,231,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, MONTOUR",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,093,00000000,,42,093,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,NORTHUMBERLAND,,468,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, NORTHUMBERLAND",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,097,00000000,,42,097,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,NORTHUMBERLAND,,481,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, NORTHUMBERLAND",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,097,00000000,,42,097,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,NORTHUMBERLAND,,476,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, NORTHUMBERLAND",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,097,00000000,,42,097,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,NORTHUMBERLAND,,483,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, NORTHUMBERLAND",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,097,00000000,,42,097,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,NORTHUMBERLAND,,394,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, NORTHUMBERLAND",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,097,00000000,,42,097,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,NORTHUMBERLAND,,530,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, NORTHUMBERLAND",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,097,00000000,,42,097,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,PERRY,,418,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, PERRY",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,099,00000000,,42,099,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,PERRY,,525,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, PERRY",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,099,00000000,,42,099,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,PERRY,,556,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, PERRY",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,099,00000000,,42,099,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,PERRY,,525,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, PERRY",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,099,00000000,,42,099,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,PERRY,,391,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, PERRY",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,099,00000000,,42,099,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,PERRY,,533,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, PERRY",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,099,00000000,,42,099,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,SNYDER,,506,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, SNYDER",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,109,00000000,,42,109,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,SNYDER,,600,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, SNYDER",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,109,00000000,,42,109,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,SNYDER,,596,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, SNYDER",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,109,00000000,,42,109,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,SNYDER,,583,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, SNYDER",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,109,00000000,,42,109,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,SNYDER,,431,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, SNYDER",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,109,00000000,,42,109,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,SNYDER,,613,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, SNYDER",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,109,00000000,,42,109,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,UNION,,355,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, UNION",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,119,00000000,,42,119,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,UNION,,420,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, UNION",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,119,00000000,,42,119,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,UNION,,430,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, UNION",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,119,00000000,,42,119,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,UNION,,320,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, UNION",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,119,00000000,,42,119,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,UNION,,303,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, UNION",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,119,00000000,,42,119,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,50,CROP TOTALS,,00,UNION,,435,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, CENTRAL, UNION",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,119,00000000,,42,119,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,60,CROP TOTALS,,00,CARBON,,122,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,EAST CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, EAST CENTRAL, CARBON",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,025,00000000,,42,025,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,60,CROP TOTALS,,00,CARBON,,122,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,EAST CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, EAST CENTRAL, CARBON",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,025,00000000,,42,025,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,60,CROP TOTALS,,00,CARBON,,124,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,EAST CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, EAST CENTRAL, CARBON",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,025,00000000,,42,025,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,60,CROP TOTALS,,00,CARBON,,121,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,EAST CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, EAST CENTRAL, CARBON",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,025,00000000,,42,025,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,60,CROP TOTALS,,00,CARBON,,123,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,EAST CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, EAST CENTRAL, CARBON",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,025,00000000,,42,025,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,60,CROP TOTALS,,00,CARBON,,179,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,EAST CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, EAST CENTRAL, CARBON",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,025,00000000,,42,025,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
