group_desc,end_code,region_desc,asd_code,domaincat_desc,load_time,sector_desc,prodn_practice_desc,watershed_desc,Value,county_name,begin_code,class_desc,asd_desc,state_alpha,util_practice_desc,freq_desc,year,CV (%),short_desc,location_desc,week_ending,statisticcat_desc,unit_desc,state_name,reference_period_desc,agg_level_desc,congr_district_code,county_code,state_fips_code,county_ansi,watershed_code,state_ansi,domain_desc,country_name,zip_5,commodity_desc,country_code,source_desc
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,147,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98532,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98532,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,9,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98533,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98533,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,18,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98533,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98533,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,11,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98533,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98533,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98535,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98535,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98536,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98536,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98536,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98536,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98537,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98537,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,9,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98537,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98537,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,7,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98537,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98537,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,18,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98538,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98538,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,19,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98538,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98538,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,14,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98538,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98538,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98539,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98539,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98539,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98539,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98540,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98540,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,8,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98540,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98540,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98540,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98540,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,38,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98541,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98541,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,52,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98541,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98541,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,55,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98541,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98541,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98542,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98542,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,13,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98542,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98542,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98542,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98542,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98544,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98544,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,16,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98544,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98544,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,8,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98544,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98544,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98546,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98546,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,9,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98546,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98546,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,52,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98547,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98547,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,57,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98547,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98547,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,53,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98547,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98547,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98548,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98548,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,16,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98550,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98550,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,19,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98550,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98550,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,20,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98550,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98550,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98552,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98552,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98554,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98554,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98554,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98554,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98554,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98554,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98555,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98555,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,8,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98556,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98556,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,8,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98556,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98556,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98556,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98556,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98557,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98557,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98557,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98557,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98557,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98557,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,7,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98558,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98558,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,7,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98558,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98558,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98558,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98558,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98560,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98560,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,10,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98560,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98560,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98560,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98560,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,9,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98561,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98561,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,7,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98561,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98561,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,33,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98563,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98563,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,51,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98563,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98563,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,40,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98563,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98563,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,30,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98564,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98564,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,29,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98564,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98564,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,23,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98564,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98564,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98565,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98565,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98565,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98565,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98565,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,TOTAL,UNITED STATES,98565,CROP TOTALS,9000,CENSUS
